tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
African Nations Championship,1610899200,Jan 17 2021 - 4:00pm,complete,Stade de la RÃ©unification,,Libya,Niger,,1,0,1.5,0.4,1,0,0,0,0,0,0,,,4,1,1,0,1,0,1,0,0,1,6,9,5,3,1,6,19,18,47,53,1.31,1.45
African Nations Championship,1610910000,Jan 17 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Congo DR,Etoile du Congo,,1,3,2,2.17,1.5,1,0,1,0,0,0,47,,5,3,1,0,1,0,0,1,0,1,9,6,4,2,5,4,8,9,53,47,1.03,0.7
Friendly,1610981100,Jan 18 2021 - 2:45pm,complete,Jaber Al-Ahmad International Stadium (MadÄ«nat al-Kuwayt (Kuwait City)),,Kuwait,Palestine,,,0,0,0.25,3,0,1,1,0,0,0,,71,3,5,1,0,1,0,1,0,0,1,6,14,2,4,4,10,,,50,50,0.81,1.48
African Nations Championship,1610985600,Jan 18 2021 - 4:00pm,complete,Stade de la RÃ©unification,,Morocco,Togo,,1,2,1.75,2.5,1.43,1,0,1,1,1,0,27,,6,3,1,0,1,0,1,0,0,1,17,4,9,2,8,2,16,9,66,34,2.18,0.57
African Nations Championship,1610996400,Jan 18 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Rwanda,Uganda,,1,2,3,1.5,1.86,0,0,0,0,0,0,,,4,3,3,0,2,0,1,2,1,1,15,6,6,0,9,6,15,12,42,58,1.97,0.82
African Nations Championship,1611072000,Jan 19 2021 - 4:00pm,complete,,,Zambia,Tanzania,,1,2,1.25,1.63,1.29,2,0,2,0,0,0,64;81,,,,2,0,1,0,2,0,0,1,,,,,,,,,,,,
African Nations Championship,1611082800,Jan 19 2021 - 7:00pm,complete,,,Guinea,Namibia,,1,1.5,1.75,1.88,1.14,3,0,3,2,2,0,13;45+2;86,,2,6,2,0,1,0,0,2,0,1,7,5,5,3,2,2,14,12,50,50,1.25,0.89
Friendly,1611090000,Jan 19 2021 - 9:00pm,complete,Estadio OlÃ­mpico FÃ©lix SÃ¡nchez (Santo Domingo),,Dominican Republic,Puerto Rico,,,0,0,0.5,1.5,0,1,1,1,0,1,,45+1,,,3,1,5,0,1,3,1,4,,,,,,,,,,,,
African Nations Championship,1611158400,Jan 20 2021 - 4:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Cameroon,Mali,,2,3,2.6,1.33,1.9,1,1,2,2,1,1,6,13,2,5,0,0,1,0,0,0,0,1,11,10,2,6,9,4,20,29,51,49,1.22,1.39
African Nations Championship,1611169200,Jan 20 2021 - 7:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Burkina,Zimbabwe,,2,1.33,2,1.6,1.43,3,1,4,2,1,1,14;53;67,23,3,5,1,0,2,0,0,1,2,0,15,4,8,2,7,2,7,13,51,49,2.12,0.81
African Nations Championship,1611244800,Jan 21 2021 - 4:00pm,complete,Stade de la RÃ©unification,,Libya,Congo DR,,2,0.33,3,0.4,2.17,1,1,2,1,1,0,6,90+4,2,7,3,0,0,0,0,3,0,0,10,23,5,5,5,18,14,13,42,58,1.34,2.37
African Nations Championship,1611255600,Jan 21 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Etoile du Congo,Niger,,2,1.33,1.33,1.5,1,1,1,2,1,1,0,35,70,3,3,0,0,2,0,0,0,0,2,10,7,3,4,7,3,21,26,49,51,1.25,1.05
African Nations Championship,1611331200,Jan 22 2021 - 4:00pm,complete,Stade de la RÃ©unification,,Morocco,Rwanda,,2,2.33,1.67,2.5,1.5,0,0,0,0,0,0,,,3,3,1,0,1,0,0,1,1,0,8,5,2,2,6,3,13,22,65,35,1.19,0.81
African Nations Championship,1611342000,Jan 22 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Uganda,Togo,,2,2.6,1.4,1.86,1.43,1,2,3,0,0,0,51,48;57,5,6,4,0,2,0,1,3,2,0,9,3,3,2,6,1,12,11,56,44,1.13,0.72
Friendly,1611360000,Jan 23 2021 - 12:00am,complete,Estadio Nacional Mateo Flores (Ciudad de Guatemala),,Guatemala,Puerto Rico,Bryan LÃ³pez,,0,3,3,1.5,1,0,1,0,0,0,67,,7,1,2,0,0,0,1,1,0,0,20,3,12,2,8,1,11,10,66,34,2.7,0.49
African Nations Championship,1611417600,Jan 23 2021 - 4:00pm,complete,,,Zambia,Guinea,,2,2.2,2,1.63,1.88,1,1,2,0,0,0,87,58,,,2,0,1,0,1,1,1,0,,,,,,,,,,,,
African Nations Championship,1611428400,Jan 23 2021 - 7:00pm,complete,,,Namibia,Tanzania,,2,1.4,1,1.14,1.29,0,1,1,0,0,0,,65,4,4,0,0,3,0,0,0,0,3,12,10,4,6,8,4,8,18,51,49,1.47,1.59
African Nations Championship,1611514800,Jan 24 2021 - 7:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Burkina,Cameroon,,3,1.75,2,1.6,1.33,0,0,0,0,0,0,,,5,4,3,0,1,0,0,3,0,1,16,12,5,3,11,9,27,12,45,55,1.78,1.36
African Nations Championship,1611514800,Jan 24 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Zimbabwe,Mali,,3,1.67,2.33,1.43,1.9,0,1,1,1,0,1,,11,3,6,3,0,1,0,2,1,1,0,8,12,2,6,6,6,23,17,42,58,0.93,1.69
African Nations Championship,1611601200,Jan 25 2021 - 7:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Niger,Congo DR,,3,1.25,2.5,1,2.17,1,2,3,1,0,1,73,27;90+1,0,6,2,0,2,0,1,1,1,1,12,13,2,5,10,8,27,20,49,51,1.3,1.79
African Nations Championship,1611601200,Jan 25 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Etoile du Congo,Libya,,3,1.25,0.5,1.5,0.4,1,0,1,0,0,0,50,,2,6,2,0,1,0,1,1,1,0,9,11,3,6,6,5,17,19,45,55,1.13,1.7
Friendly,1611608400,Jan 25 2021 - 9:00pm,complete,Estadio OlÃ­mpico FÃ©lix SÃ¡nchez (Santo Domingo),,Dominican Republic,Serbia,William Anderson,,0,0,0.5,1,0,0,0,0,0,0,,,,,3,0,3,0,1,2,1,2,,,,,,,,,,,,
African Nations Championship,1611687600,Jan 26 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Uganda,Morocco,,3,2.17,2,1.86,2.5,2,5,7,2,1,1,25;84,45+4;51;71;80;90+2,4,7,2,0,1,0,1,1,0,1,6,9,5,8,1,1,19,13,46,54,0.98,1.59
African Nations Championship,1611687600,Jan 26 2021 - 7:00pm,complete,,,Togo,Rwanda,,3,1.67,1.5,1.43,1.5,2,3,5,2,1,1,38;58,45+1;60;66,4,4,2,0,5,0,0,2,1,4,13,7,5,5,8,2,10,15,53,47,1.57,1.11
Friendly,1611759600,Jan 27 2021 - 3:00pm,complete,Basra Sport City Stadium (al-Baá¹£ra (Basra)),,Iraq,Kuwait,,,1,0,2.33,0.25,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1611774000,Jan 27 2021 - 7:00pm,complete,Stade de la RÃ©unification,,Tanzania,Guinea,,3,1.33,1.75,1.29,1.88,2,2,4,2,1,1,23;69,4;82,2,9,3,0,1,0,2,1,0,1,10,14,5,6,5,8,18,21,50,50,1.39,1.84
African Nations Championship,1611774000,Jan 27 2021 - 7:00pm,complete,,,Namibia,Zambia,,3,1.17,2,1.14,1.63,0,0,0,0,0,0,,,,,2,0,2,0,0,2,0,2,,,,,,,,,,,,
Friendly,1611878400,Jan 29 2021 - 12:00am,complete,Estadio Rommel FernÃ¡ndez GutiÃ©rrez (Ciudad de PanamÃ¡),,Panama,Serbia,,,0,1,1,1,0,0,0,0,0,0,,,3,4,0,0,1,0,0,0,0,1,9,4,4,0,5,4,,,55,45,1.09,0.46
African Nations Championship,1612022400,Jan 30 2021 - 4:00pm,complete,,,Mali,Etoile du Congo,,,2.43,1.6,1.9,1.5,0,0,0,0,0,0,,,7,7,3,0,1,0,1,2,0,1,13,12,5,3,8,9,22,34,50,50,1.92,1.63
African Nations Championship,1612033200,Jan 30 2021 - 7:00pm,complete,,,Congo DR,Cameroon,,,2.6,1.67,2.17,1.33,1,2,3,3,1,2,21,29;41,,,4,0,2,0,2,2,0,2,,,,,,,,,,,,
African Nations Championship,1612108800,Jan 31 2021 - 4:00pm,complete,,,Morocco,Zambia,,,2.2,1.86,2.5,1.63,3,1,4,3,3,0,1;8;39,80,9,0,0,0,1,1,0,0,1,1,14,6,9,2,5,4,7,15,50,50,1.99,0.82
African Nations Championship,1612119600,Jan 31 2021 - 7:00pm,complete,,,Guinea,Rwanda,,,1.6,1.8,1.88,1.5,1,0,1,0,0,0,60,,3,3,2,1,3,1,1,2,3,1,13,6,5,2,8,4,10,20,50,50,1.58,0.74
Friendly,1612137600,Feb 01 2021 - 12:00am,complete,Exploria Stadium (Orlando- Florida),,USA,Trinidad and Tobago,Hector Martinez,,0,0,3,0,7,0,7,4,4,0,2;9;22;41;52;55;62,,3,1,0,0,2,0,0,0,0,2,13,2,11,0,2,2,12,11,66,34,1.99,0.25
Friendly,1612188000,Feb 01 2021 - 2:00pm,complete,Theyab Awana Stadium  (Dubayy (Dubai)  ),,Jordan,Tajikistan,,,0,0,1.67,1.5,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1612364400,Feb 03 2021 - 3:00pm,complete,,,Mali,Guinea,,,2.25,1.83,1.9,1.88,0,0,0,0,0,0,,,3,5,3,0,2,0,1,2,2,0,5,8,4,3,1,5,23,30,50,50,0.84,1.09
African Nations Championship,1612378800,Feb 03 2021 - 7:00pm,complete,,,Morocco,Cameroon,,,2.33,2,2.5,1.33,4,0,4,2,2,0,28;40;73;82,,2,3,3,0,1,0,0,3,1,0,7,4,6,0,1,4,25,13,50,50,1.21,0.58
Friendly,1612533600,Feb 05 2021 - 2:00pm,complete,Theyab Awana Stadium  (Dubayy (Dubai)  ),,Jordan,Tajikistan,,,3,0,1.67,1.5,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Nations Championship,1612638000,Feb 06 2021 - 7:00pm,complete,,,Guinea,Cameroon,,,1.71,1.6,1.88,1.33,2,0,2,2,2,0,9;45+1,,1,4,3,0,1,0,0,3,1,0,3,10,3,2,0,8,34,13,50,50,0.59,1.21
African Nations Championship,1612724400,Feb 07 2021 - 7:00pm,complete,,,Mali,Morocco,,,2.11,2.43,1.9,2.5,0,2,2,0,0,0,,69;79,3,3,2,1,1,0,1,2,0,1,6,6,2,4,4,2,20,24,50,50,0.95,1.04
Friendly,1613394000,Feb 15 2021 - 1:00pm,complete,Theyab Awana Stadium  (Dubayy (Dubai)  ),,Uzbekistan,Jordan,,,0,1.5,1.5,1.67,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1614200400,Feb 24 2021 - 9:00pm,complete,Centro de Alto Rendimiento de Guatemala (Ciudad de Guatemala),,Guatemala,Nicaragua,Armando Reyna,,3,0,3,0,1,0,1,0,0,0,90+4,,7,7,1,0,2,0,1,0,0,2,14,10,9,6,5,4,,,54,46,1.95,1.34
Friendly,1615636800,Mar 13 2021 - 12:00pm,complete,Nyayo National Stadium (Nairobi),,Kenya,South Sudan,,,0,0,3,0,1,0,1,0,0,0,77,,4,3,0,0,0,0,0,0,0,0,9,5,4,2,5,3,12,7,59,41,1.2,0.78
Friendly,1615809600,Mar 15 2021 - 12:00pm,complete,Nyayo National Stadium (Nairobi),,Kenya,Tanzania,,,3,0,3,0,2,1,3,2,1,1,21;58,39,0,3,2,0,0,0,1,1,0,0,8,5,4,3,4,2,22,11,36,64,1.14,0.86
Friendly,1615982400,Mar 17 2021 - 12:00pm,complete,Bahir Dar Stadium (Bahir Dar),,Ethiopia,Malawi,,,0,0,3,0,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1616247900,Mar 20 2021 - 1:45pm,complete,Maktoum Bin Rashid al Maktoum Stadium (Al-Shabab Stadium) (Dubayy (Dubai)),,Oman,Jordan,,,0,1,1,1.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1616590800,Mar 24 2021 - 1:00pm,complete,St. Mary's Stadium,,Uganda,Burkina,,5,1.75,2,1.33,2,0,0,0,0,0,0,,,7,0,1,0,4,0,1,0,1,3,14,8,7,0,7,8,,,56,44,1.78,0.83
African Cup of Nations Qualifiers,1616590800,Mar 24 2021 - 1:00pm,complete,Stade RÃ©gional de Nyamirambo,,Rwanda,Mozambique,,5,0.5,1,1,0.67,1,0,1,0,0,0,69,,5,4,1,0,0,0,1,0,0,0,16,7,7,6,9,1,,,56,44,2,1.3
African Cup of Nations Qualifiers,1616590800,Mar 24 2021 - 1:00pm,complete,Bahir Dar Stadium,,Ethiopia,Madagascar,,5,1.5,1.75,1.5,1.33,4,0,4,3,3,0,19;34;41;86,,4,7,,,,,,,,,9,16,7,9,2,7,,,76,24,1.28,1.93
African Cup of Nations Qualifiers,1616590800,Mar 24 2021 - 1:00pm,complete,Stade Omnisports Idriss Mahamat Ouya,,Chad,Namibia,,5,0.67,0.75,0.5,1.5,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1616590800,Mar 24 2021 - 1:00pm,complete,,,South Sudan,Malawi,,5,1.5,1,1.13,1.67,0,1,1,0,0,0,,47,7,3,,,,,,,,,6,8,0,2,6,6,,,42,58,0.82,0.98
African Cup of Nations Qualifiers,1616590800,Mar 24 2021 - 1:00pm,complete,,,Sao Tome and Principe,Sudan,,5,1,1.5,0.75,2,0,2,2,1,0,1,,27;55,2,7,,,,,,,,,0,3,0,3,0,0,,,32,68,0.01,0.4
Friendly,1616593500,Mar 24 2021 - 1:45pm,complete,Theyab Awana Stadium  (Dubayy (Dubai)  ),,Jordan,Lebanon,,,1,0,1.67,0.5,1,0,1,0,0,0,50,,8,4,0,0,1,0,0,0,0,1,9,5,3,0,6,5,,,50,50,1.36,0.64
African Cup of Nations Qualifiers,1616601600,Mar 24 2021 - 4:00pm,complete,Stade du 28 Septembre,,Guinea,Mali,,5,2,2.5,1.83,2.17,1,0,1,0,0,0,75,,0,0,3,0,4,0,1,2,0,4,3,4,2,2,1,2,,,49,51,0.77,0.93
Friendly,1616605200,Mar 24 2021 - 5:00pm,complete,Nagyerdei Stadion (Debrecen),,Qatar,Luxembourg,MiloÅ¡ DjordjiÄ‡,,0,0,2.33,0,1,0,1,1,1,0,12,,4,11,2,0,4,1,1,1,2,3,9,5,4,3,5,2,12,16,40,60,1.19,1.17
Friendly,1616605200,Mar 24 2021 - 5:00pm,complete,Stadyen Tarpeda (Zhodzina (Zhodino)),,Belarus,Honduras,Aleksey Matyunin,,0,0,1,0.5,1,1,2,2,1,1,22,45,3,5,2,1,2,0,2,1,0,2,7,14,2,7,5,7,15,9,49,51,0.73,1.59
FIFA World Cup Qualifiers,1616605200,Mar 24 2021 - 5:00pm,complete,AtatÃ¼rk Olimpiyat StadÄ±,,Turkey,Netherlands,,1,0,0,2.33,2,4,2,6,2,2,0,15;34;46;81,75;76,3,11,5,0,1,0,2,3,0,1,9,21,6,10,3,11,18,12,34,66,1.21,2.59
Friendly,1616615100,Mar 24 2021 - 7:45pm,complete,Stadiumi Fadil Vokrri (PrishtinÃ« (Pristina)),,Kosovo,Lithuania,Enea Jorgji,,0,0,3,0,4,0,4,1,1,0,27;63;71;79,,5,2,1,0,0,0,0,1,0,0,17,6,10,2,7,4,,,62,38,2.48,0.87
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Allianz Stadium,,Portugal,Azerbaijan,,1,0,0,2.33,0,1,0,1,1,1,0,36,,10,0,1,0,1,0,0,1,0,1,32,6,15,2,17,4,9,11,66,34,3.95,0.64
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Stadion Rajko MitiÄ‡,,Serbia,Republic of Ireland,,1,0,0,2.33,0,3,2,5,2,1,1,40;69;75,18;86,9,6,1,0,0,0,0,1,0,0,14,8,5,3,9,5,11,18,55,45,1.67,0.99
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Helsingin olympiastadion,,Finland,Bosnia-Herzegovina,,1,0,0,1,0.5,2,2,4,0,0,0,58;77,55;84,5,7,3,0,0,0,1,2,0,0,12,19,3,8,9,11,11,10,43,57,1.13,2.18
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,,,France,Ukraine,,1,0,0,2.33,1,1,1,2,1,1,0,19,57,12,0,1,0,0,0,1,0,0,0,18,6,4,3,14,3,17,3,63,37,2.24,0.75
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,A. Le Coq Arena,,Estonia,Czech Republic,,1,0,0,0,1.33,2,6,8,5,1,4,12;86,18;27;32;43;48;56,0,6,0,0,0,0,0,0,0,0,7,22,4,9,3,13,10,14,24,76,0.84,2.74
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,King Power at Den Dreef Stadion,,Belgium,Wales,,1,0,0,2.33,1.5,3,1,4,3,2,1,22;28;73,10,4,1,1,0,0,0,0,1,0,0,13,5,5,2,8,3,12,3,74,26,1.48,0.67
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Victoria Stadium,,Gibraltar,Norway,,1,0,0,0,2,0,3,3,2,0,2,,43;45;57,1,14,3,0,1,0,0,3,0,1,2,31,0,14,2,17,15,16,16,84,0.22,3.73
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Stadions Skonto,,Latvia,Montenegro,,1,0,0,0.33,2,1,2,3,2,1,1,40,41;83,3,11,4,0,1,0,1,3,1,0,13,29,5,8,8,21,18,13,38,62,1.41,2.93
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,,,Cyprus,Slovakia,,1,0,0,1.33,1.67,0,0,0,0,0,0,,,3,1,2,0,0,0,0,2,0,0,12,7,5,3,7,4,16,20,40,60,1.28,0.87
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Ta'Qali National Stadium,,Malta,Russia,,1,0,0,0.33,2,1,3,4,2,0,2,56,23;35;90,0,5,0,0,1,0,0,0,0,1,7,10,6,6,1,4,13,9,43,57,1.12,1.57
FIFA World Cup Qualifiers,1616615100,Mar 24 2021 - 7:45pm,complete,Stadion StoÅ¾ice,,Slovenia,Croatia,,1,0,0,1,2,1,0,1,1,1,0,15,,2,3,2,0,5,0,0,2,2,3,9,13,5,5,4,8,11,15,30,70,1.12,1.82
FIFA World Cup Qualifiers,1616616000,Mar 24 2021 - 8:00pm,complete,,,St. Kitts and Nevis,Puerto Rico,,1,0,0,3,0.5,1,0,1,1,1,0,42,,,,3,0,1,0,0,3,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616623200,Mar 24 2021 - 10:00pm,complete,,,Antigua and Barbuda,Montserrat,,1,0,0,2,1,2,2,4,4,2,2,23;45,7;26,,,1,0,1,0,0,1,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616623200,Mar 24 2021 - 10:00pm,complete,,,Suriname,Cayman Islands,,1,0,0,3,0,3,0,3,2,2,0,22;38;77,,,,0,0,1,0,0,0,1,0,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616626800,Mar 24 2021 - 11:00pm,complete,,,Dominican Republic,Dominica,,1,0,0,3,0,1,0,1,0,0,0,52,,,,0,0,2,0,0,0,1,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616630400,Mar 25 2021 - 12:00am,complete,Estadio Nacional Mateo Flores,,Guatemala,Cuba,,1,0,0,3,0,1,0,1,0,0,0,59,,3,1,1,0,1,1,1,0,0,2,11,2,5,0,6,2,,,59,41,1.39,0.39
Friendly,1616667600,Mar 25 2021 - 10:20am,complete,Nissan Stadium (Yokohama),,Japan,South Korea,Arumughan Rowan,,0,0,3,0,3,0,3,2,2,0,16;27;83,,8,7,0,0,0,0,0,0,0,0,19,11,9,6,10,5,23,10,50,50,2.38,1.61
African Cup of Nations Qualifiers,1616677200,Mar 25 2021 - 1:00pm,complete,Stade de Moroni,,Comoros,Togo,,5,2,0.25,1.5,0.33,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616677200,Mar 25 2021 - 1:00pm,complete,Respublikanskiy Stadion im. M.V. Frunze,,Tajikistan,Mongolia,,7,1.4,0.86,1.67,0.67,3,0,3,1,1,0,3;52;87,,5,3,1,0,0,0,0,1,0,0,9,5,6,2,3,3,,,59,41,1.51,0.78
Friendly,1616679900,Mar 25 2021 - 1:45pm,complete,Maktoum Bin Rashid al Maktoum Stadium (Al-Shabab Stadium) (Dubayy (Dubai)),,Oman,India,Omar Mohamed Al Ali,,1,0,1,0.5,1,1,2,1,1,0,43,55,7,1,0,0,2,0,0,0,0,2,15,3,5,2,10,1,8,10,50,50,1.86,0.52
African Cup of Nations Qualifiers,1616688000,Mar 25 2021 - 4:00pm,complete,,,South Africa,Ghana,,5,2.25,2.25,1.67,2.17,1,1,2,0,0,0,51,49,1,1,1,0,2,0,0,1,1,1,10,7,3,3,7,4,15,17,56,44,1.41,1.01
African Cup of Nations Qualifiers,1616688000,Mar 25 2021 - 4:00pm,complete,,,Gabon,Congo DR,,5,1.75,1.5,1.67,1.5,3,0,3,1,1,0,44;72;86,,5,6,2,0,0,0,0,2,0,0,10,7,4,2,6,5,,,52,48,1.22,0.96
African Cup of Nations Qualifiers,1616688000,Mar 25 2021 - 4:00pm,complete,Moi International Sports Centre,,Kenya,Egypt,,5,0.75,2,1.17,2,1,1,2,1,0,1,65,2,6,4,,,,,,,,,17,3,7,2,10,1,,,48,52,1.91,0.66
African Cup of Nations Qualifiers,1616688000,Mar 25 2021 - 4:00pm,complete,,,Botswana,Zimbabwe,,5,1,1.25,0.67,1.33,0,1,1,1,0,1,,14,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1616688000,Mar 25 2021 - 4:00pm,complete,Independence Stadium,,Gambia,Angola,,5,1.5,0.25,1.5,0.67,1,0,1,0,0,0,62,,,,,,,,,,,,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616691600,Mar 25 2021 - 5:00pm,complete,Stadion Slavija,,Bulgaria,Switzerland,,1,0,0,0.33,3,1,3,4,3,0,3,46,7;10;13,1,7,1,0,1,0,0,1,0,1,9,14,2,6,7,8,13,18,30,70,0.88,1.71
FIFA World Cup Qualifiers,1616691600,Mar 25 2021 - 5:00pm,complete,,,Israel,Denmark,,1,0,0,1.33,3,0,2,2,1,0,1,,13;67,5,8,2,0,2,0,0,2,1,1,15,15,4,8,11,7,9,10,49,51,1.56,1.78
Friendly,1616692800,Mar 25 2021 - 5:20pm,complete,Wiener NeustÃ¤dter Stadion (Wiener Neustadt),,USA,Jamaica,Chiristian-Petru Ciochirca,,3,0,3,0,4,1,5,1,1,0,34;52;83;90,70,10,5,1,0,0,0,0,1,0,0,25,8,9,4,16,4,19,14,67,33,2.71,0.91
Friendly,1616693400,Mar 25 2021 - 5:30pm,complete,Mrsool Park (Ar-RiyÄá¸ (Riyadh)),,Saudi Arabia,Kuwait,Mohammed Bunafoor,,0,0,3,0.25,1,0,1,0,0,0,70,,2,1,1,0,2,0,1,0,0,2,15,7,2,2,13,5,14,15,59,41,1.54,0.83
African Cup of Nations Qualifiers,1616698800,Mar 25 2021 - 7:00pm,complete,National Heroes Stadium,,Zambia,Algeria,,5,0.75,2.5,1.17,2.33,3,3,6,3,1,2,34;52;80,19;25;55,8,8,2,0,1,0,1,1,1,0,11,10,4,4,7,6,,,60,40,1.46,1.3
African Cup of Nations Qualifiers,1616698800,Mar 25 2021 - 7:00pm,complete,First Statement Stadium (Al-Hilal Stadium),,Libya,Tunisia,,5,0.75,2.5,0.5,2.67,2,5,7,2,1,1,22;54,39;48;51;84;90+3,5,3,0,0,2,0,0,0,1,1,9,13,7,8,2,5,,,48,52,1.57,1.76
African Cup of Nations Qualifiers,1616698800,Mar 25 2021 - 7:00pm,complete,Nuevo Estadio de Malabo,,Equatorial Guinea,Tanzania,,5,1.5,1,1.5,1.17,1,0,1,0,0,0,90,,5,0,,,,,,,,,20,3,13,0,7,3,,,61,39,2.72,0.45
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Estadio Nuevo Los CÃ¡rmenes,,Spain,Greece,,1,0,0,2.33,1,1,1,2,1,1,0,33,57,3,0,1,0,2,0,0,1,0,2,10,2,3,2,7,0,15,10,80,20,1.44,0.38
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Friends Arena,,Sweden,Georgia,,1,0,0,3,0.33,1,0,1,1,1,0,35,,4,2,3,0,1,0,0,3,0,1,11,10,4,4,7,6,19,9,54,46,1.36,1.14
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,,,Italy,Northern Ireland,,1,0,0,3,0.5,2,0,2,2,2,0,14;39,,0,5,0,0,2,0,0,0,0,2,14,12,6,5,8,7,8,12,66,34,1.46,1.43
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Stadionul Zimbru,,Moldova,Faroe Islands,,1,0,0,0.33,0.33,1,1,2,1,1,0,9,83,1,3,3,0,3,0,1,2,2,1,9,13,4,4,5,9,15,20,41,59,1.06,1.39
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Hampden Park,,Scotland,Austria,,1,0,0,1.67,1.33,2,2,4,0,0,0,71;85,55;80,6,2,4,0,3,0,2,2,0,3,14,11,5,6,9,5,14,16,40,60,1.64,1.43
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Estadi Nacional,,Andorra,Albania,,1,0,0,0,2,0,1,1,1,0,1,,41,1,6,2,0,5,0,2,0,2,3,3,16,2,6,1,10,25,13,26,74,0.5,1.91
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Wembley Stadium,,England,San Marino,,1,0,0,3,0,5,0,5,3,3,0,14;21;31;53;83,,7,1,1,0,0,0,0,1,0,0,30,2,15,0,15,2,8,6,84,16,3.81,0.22
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,,,Hungary,Poland,,1,0,0,2.33,1.33,3,3,6,1,1,0,6;53;78,60;61;83,3,3,4,1,2,0,1,4,1,1,10,10,5,4,5,6,20,14,35,65,1.22,1.28
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Schauinsland-Reisen-Arena,,Germany,Iceland,,1,0,0,2,1,3,0,3,2,2,0,3;7;56,,3,3,1,0,2,0,0,1,0,2,15,9,6,3,9,6,8,11,81,19,1.89,0.97
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Rheinpark Stadion,,Liechtenstein,Armenia,,1,0,0,0,3,0,1,1,0,0,0,,83,1,9,2,0,3,0,1,1,1,2,0,28,0,8,0,20,13,12,30,70,0.12,3.04
